"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD010357","","strict","Technical","instrument","Q Exactive Plus","Q Exactive Plus","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the methods section (""electrospray quadrupole-orbital ion trap mass spectrometer (Q Exactive Plus, Thermo, San Jose, CA)"") as the instrument used for the MS experiments.
TRUTH CHECK: The value is factually correct based on the text.
COMPLETENESS CHECK: The full set contains the only mass spectrometer mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD010357","","strict","Technical","label","TMT126","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: The candidate value refers to a specific TMT channel, which falls under the category of isobaric labeling methods.
SOURCE CHECK: The paper explicitly describes the use of ""tandem mass tag (TMT) chemical labeling experiments"" and mentions specific channels (e.g., ""ch-126 pool"").
TRUTH CHECK: While TMT was used, ""TMT126"" refers to a specific reporter ion channel rather than the labeling method itself. The method is TMT.
COMPLETENESS CHECK: The full set of extracted values lists individual channels; however, the labeling method is collectively ""TMT"".

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: TMT","TMT"
"PXD010357","","strict","Technical","label","TMT127","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value refers to a specific TMT channel, which is a type of isobaric labeling method.
SOURCE CHECK: The paper explicitly describes the use of ""tandem mass tag (TMT) chemical labeling experiments"" and mentions specific channels (e.g., ""channel 126"", ""channel 128"", ""channel 129"") in the context of the MS experiment.
TRUTH CHECK: While the paper confirms the use of TMT, it does not explicitly list ""TMT127"" as a specific label used; it mentions channels 126, 128, and 129. However, the general labeling method is TMT.
COMPLETENESS CHECK: The full set of extracted values lists individual TMT channels. The correct metadata value for the 'label' field should be the name of the labeling method itself (""TMT""), not the individual channels.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: TMT","TMT"
"PXD010357","","strict","Technical","label","TMT128","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: The candidate value refers to a specific TMT channel, which is a type of isobaric labeling method.
SOURCE CHECK: The paper explicitly describes the use of ""tandem mass tag (TMT) chemical labeling experiments"" and mentions specific channels (e.g., ""channel 128"", ""channel 129"", ""ch-126 pool"") in the context of the MS experiment.
TRUTH CHECK: The paper confirms the use of TMT labeling; however, ""TMT128"" is a specific channel/reporter ion, whereas the ""label"" field should describe the labeling method itself.
COMPLETENESS CHECK: The full set of extracted values lists individual TMT channels rather than the overarching labeling method ""TMT"".

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: TMT","TMT"
"PXD010357","","strict","Technical","label","TMT129","","low","True","","False","False","False","False","","","type_mismatch","TYPE CHECK: The candidate value refers to a specific TMT channel, which is a component of a labeling method.
SOURCE CHECK: The paper explicitly mentions ""tandem mass tag (TMT) chemical labeling experiments"" and refers to specific channels (e.g., ""channel 128 and channel 129"") in the context of the MS analysis.
TRUTH CHECK: While the paper mentions TMT and specific channels, the ""label"" field should describe the labeling method itself (e.g., ""TMT""), not the individual reporter ion channels used.
COMPLETENESS CHECK: The full set of extracted values lists individual channels rather than the overarching labeling method.

TYPE_CORRECT: no
CORRECT_TYPE_NAME: label
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: TMT","TMT"
"PXD010357","","strict","Technical","label","TMT130","","low","True","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value refers to a specific TMT channel, which is a component of a TMT labeling method.
SOURCE CHECK: The paper explicitly describes the use of ""tandem mass tag (TMT) chemical labeling experiments"" and mentions specific channels (e.g., ""ch-126 pool"", ""channel 128 and channel 129"").
TRUTH CHECK: While the paper confirms the use of TMT, it does not explicitly list ""TMT130"" as a specific label used; it refers to TMT generally and mentions specific channels like 126, 128, and 129. However, the field definition asks for the labeling *method*.
COMPLETENESS CHECK: The full set of extracted values lists individual TMT channels rather than the labeling method itself. The correct method is ""TMT"".

TYPE_CORRECT: no
CORRECT_TYPE_NAME: label
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: TMT","TMT"
"PXD010357","","strict","Technical","label","TMT131","","low","True","","False","False","False","False","","","type_mismatch","TYPE CHECK: The candidate value refers to a specific TMT channel, which is a form of isobaric labeling.
SOURCE CHECK: The paper explicitly describes the use of ""tandem mass tag (TMT) chemical labeling experiments"" for the proteomics analysis of tumor tissues.
TRUTH CHECK: While the paper confirms the use of TMT, it does not explicitly list the specific channels (e.g., TMT131) used in the text provided; these are likely in the mentioned ""Supplementary Data 3"". However, the field definition for ""label"" requires the labeling method (e.g., ""TMT""), not the individual channel IDs.
COMPLETENESS CHECK: The full set of extracted values lists individual channels rather than the labeling method itself.

TYPE_CORRECT: no
CORRECT_TYPE_NAME: label
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: TMT","TMT"
"PXD010357","","strict","Technical","mass_analyzer","Orbitrap","Orbitrap","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Orbitrap"" is a valid mass analyzer type.
SOURCE CHECK: The paper explicitly mentions an ""electrospray quadrupole-orbital ion trap mass spectrometer (Q Exactive Plus, Thermo)"", which refers to the instrument used for the MS analysis.
TRUTH CHECK: The Q Exactive Plus uses an Orbitrap mass analyzer.
COMPLETENESS CHECK: The full set contains the only mass analyzer mentioned for the proteomics experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD010357","","strict","Technical","modification","Carbamidomethyl","Oxidation","low","False","","False","False","False","True","pride_repository","","pride_repository_only","TYPE CHECK: The candidate value is a protein modification, which matches the field definition.
SOURCE CHECK: The value is present in the paper text under the ""LC-MS/MS processing"" section.
TRUTH CHECK: The paper explicitly states ""Static modifications of... 57 Da on cysteines (carboamidomethylation) were specified"", and ""carboamidomethylation"" is an unambiguous synonym for ""Carbamidomethyl"".
COMPLETENESS CHECK: The full set of extracted values (""Carbamidomethyl"", ""Oxidation"") covers the modifications explicitly mentioned in the text (carboamidomethylation and oxidation).

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD010357","","strict","Technical","modification","Oxidation","Oxidation","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Oxidation"" is a protein modification, which matches the field definition.
SOURCE CHECK: The text explicitly mentions ""dynamic modifications of 16 Da on methionine (oxidation)"" in the LC-MS/MS processing section.
TRUTH CHECK: The value is factually correct as it is explicitly stated in the paper.
COMPLETENESS CHECK: The full set of extracted values (""Carbamidomethyl"", ""Oxidation"") covers the modifications explicitly named in the text (carboamidomethylation and oxidation).
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD010357","","strict","Technical","reduction_reagent","dithiothreitol","dithiothreitol","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""dithiothreitol"" is a chemical used to reduce disulfide bonds, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""The proteins were reduced with 4.5 mM DTT"" in the Expression proteomics section; DTT is the standard abbreviation for dithiothreitol.
TRUTH CHECK: The value is factually correct as DTT (dithiothreitol) was used for protein reduction in the MS sample preparation.
COMPLETENESS CHECK: The full set contains the only reduction reagent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
