"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD024054","","strict","Technical","fragmentation","beam-type collision-induced dissociation","beam-type collision-induced dissociation","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""HCD"" (Higher-energy Collisional Dissociation) in the Mass Spectrometry section for both the Orbitrap Fusion Lumos and the QExactive HF; ""beam-type collision-induced dissociation"" is a technical synonym for HCD.
TRUTH CHECK: The value is factually correct as HCD is a form of beam-type CID.
COMPLETENESS CHECK: The full set contains only this value, and since HCD is the only fragmentation method mentioned for all MS runs in the paper, it is exhaustive.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","instrument","Q Exactive HF, Orbitrap Fusion Lumos Tribrid Mass Spectrometer","Q Exactive HF, Orbitrap Fusion Lumos Tribrid Mass Spectrometer","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value contains two mass spectrometer models, which fits the definition of the instrument field.
SOURCE CHECK: Both instruments are explicitly mentioned in the ""Mass spectrometry"" section as being used for the proteomics analysis (Orbitrap Fusion Lumos for TMD/DDA and QExactive HF for label-free quantification).
TRUTH CHECK: The values ""Orbitrap Fusion Lumos Tribrid Mass Spectrometer"" and ""QExactive HF"" are factually correct as per the text.
COMPLETENESS CHECK: The full set of extracted values covers all mass spectrometers used for the MS experiments described in the paper.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","mass_analyzer","Orbitrap","Orbitrap","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Orbitrap"" is a correct category for a mass analyzer.
SOURCE CHECK: The value is present in the text, as the samples were analyzed using an ""Orbitrap Fusion Lumos Tribrid Mass Spectrometer"".
TRUTH CHECK: The value is factually correct based on the instrument model mentioned.
COMPLETENESS CHECK: The full set of extracted values is exhaustive for the mass analyzers used in the primary proteomics experiments.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","modification","monohydroxylated residue","acetylated residue","low","False","","False","False","False","True","pride_repository","","pride_repository_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The term ""monohydroxylated residue"" does not appear in the provided paper text.
TRUTH CHECK: The paper mentions ""methionine oxidation (M, +15.995)"" and ""Oxidation (M)"" in the context of database searches, but it does not use the term ""monohydroxylated residue"".
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications that are not mentioned in the text (e.g., ""iodoacetamide derivatized residue"", ""Replacement of 3 protons by iron"").

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","modification","acetylated residue","acetylated residue","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""acetylated residue"" describes a protein modification, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""acetyl"" as a dynamic modification for label-free runs and ""Met-loss + Acetyl (M)"" for TMD runs.
TRUTH CHECK: ""Acetylated residue"" is a correct synonym/description for the ""acetyl"" modification explicitly listed in the text.
COMPLETENESS CHECK: The full set of extracted values contains several entries (e.g., ""iodoacetamide derivatized residue"", ""Replacement of 3 protons by iron"") that are not mentioned anywhere in the paper text, making the overall set incorrect.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","modification","iodoacetamide derivatized residue","acetylated residue","low","False","","False","False","False","True","pride_repository","","pride_repository_only","TYPE CHECK: The candidate value describes a chemical modification of a residue, which fits the category for the modification field.
SOURCE CHECK: The phrase ""iodoacetamide derivatized residue"" does not appear in the paper text; the text mentions ""chloroacetamide"" as the alkylation reagent.
TRUTH CHECK: The value is factually incorrect for this experiment; the paper explicitly states that ""40 mM chloroacetamide"" was used for denaturation/alkylation, not iodoacetamide.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications not mentioned in the text (e.g., iron replacement), and the candidate value itself is incorrect.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","modification","Iodoacetamide derivative (CDEHKMSTUY,N-term)","acetylated residue","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The candidate value is not present in the paper text; the paper mentions ""chloroacetamide"" as an alkylation reagent, but not ""iodoacetamide derivative"" as a searched modification.
TRUTH CHECK: The value is factually incorrect for this experiment; the paper explicitly uses chloroacetamide for alkylation and lists ""carbamidomethyl"" as the fixed modification in the ""Processing of raw data"" section.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications that are not mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","modification","Replacement of 3 protons by iron (DE,C-term)","acetylated residue","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a chemical modification of a protein/peptide, which matches the field definition.
SOURCE CHECK: The candidate value is not present in the provided paper text.
TRUTH CHECK: The value is not mentioned in the text; the paper describes modifications such as carbamidomethyl, methionine oxidation, and acetyl, but not iron replacement.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which (including the candidate) are explicitly mentioned in the text using these specific terms, except for synonyms of oxidation and acetylation.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","modification","Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term)","acetylated residue","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The candidate value is not present in the paper text; the text mentions ""methionine oxidation (M, +15.995)"" and ""carbamidomethyl (+57.021) at cysteine residues"", but not the broad ""Oxidation or Hydroxylation"" string.
TRUTH CHECK: The candidate value is not supported by the text.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications not mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","reduction_reagent","tris(2-carboxyethyl)phosphine","tris(2-carboxyethyl)phosphine","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a chemical name for a reduction reagent, which matches the field definition.
SOURCE CHECK: The paper mentions ""10 mM TCEP"" in the ""Cell harvest, lysis and mitochondrial isolation"" section; TCEP is the common abbreviation for tris(2-carboxyethyl)phosphine.
TRUTH CHECK: The value is factually correct as TCEP is explicitly used for denaturation/reduction in the sample preparation.
COMPLETENESS CHECK: The full set contains the only reduction reagent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
